aX,aY,aZ,gX,gY,gZ
-0.941,0.965,-0.355,-5.371,37.903,-49.683
-0.852,0.954,-0.321,-8.972,33.203,-38.208
-0.845,0.954,-0.298,-9.766,26.550,-22.583
-0.854,0.868,-0.298,-11.719,15.381,-5.859
-0.841,0.837,-0.307,-13.245,3.784,9.644
-0.810,0.875,-0.286,-11.841,-3.601,25.818
-0.766,0.959,-0.245,-6.958,-4.883,42.664

-0.211,1.270,-0.453,13.000,21.179,113.464
-0.549,0.987,-0.360,9.583,34.119,127.380
-0.532,0.963,-0.264,12.146,44.739,124.939
-0.383,0.945,-0.280,10.864,49.500,119.629
-0.273,1.082,-0.262,9.949,50.598,119.324
-0.283,1.082,-0.265,7.874,52.368,124.939
-0.424,1.028,-0.184,6.042,54.565,131.958
-0.470,0.957,-0.095,7.019,56.702,137.634
-0.502,0.804,-0.033,8.667,54.321,138.977
-0.501,0.654,0.059,7.629,53.040,135.437
-0.509,0.555,-0.002,6.348,46.692,128.174
-0.777,0.576,-0.051,7.507,39.795,119.263
-0.766,0.708,-0.150,7.507,41.199,109.314
-0.488,1.085,-0.278,10.254,38.208,103.577
-0.322,1.383,-0.410,15.259,34.241,112.732
-0.513,1.298,-0.487,13.489,32.837,125.732
-0.710,1.236,-0.493,10.559,35.828,131.836
-0.691,1.393,-0.574,8.118,40.161,130.859
-0.597,1.751,-0.647,10.071,44.250,127.930
-0.480,2.012,-0.736,13.672,51.086,128.357
-0.383,2.128,-0.817,18.188,62.256,133.240
-0.316,2.109,-0.820,21.545,77.393,141.724
-0.239,1.885,-0.715,25.452,91.064,147.400
-0.248,1.559,-0.654,29.602,85.327,137.024
-0.190,1.248,-0.270,39.246,84.045,116.211
-0.608,0.741,0.130,52.856,111.145,119.873
-1.032,0.121,0.087,49.500,120.361,116.028
-1.025,-0.225,-0.015,28.442,117.432,87.830
-0.754,-0.270,-0.029,23.560,109.741,65.674
-0.431,-0.275,0.015,29.297,100.464,50.903
0.012,-0.453,-0.105,29.053,84.229,40.466
0.522,-0.668,-0.254,16.724,66.711,25.513
0.999,-0.647,-0.078,2.563,48.584,5.005
1.293,-0.411,0.302,-4.150,19.714,-20.325
1.259,-0.051,0.178,-11.169,-22.522,-57.434
0.935,0.212,-0.107,-7.996,-55.481,-79.834
0.514,0.109,-0.368,-13.489,-70.007,-91.858
0.229,0.005,-0.422,-23.987,-73.303,-103.455
